evaluation,label
索尼的就是低端系列也秒杀其它品牌高端，真行啊，就是优惠幅度小，全年无优惠，不行就下市也不降价，总之很牛叉,正面
电视到了，送货很及时。今天家里把网络装好了，也进行了调试，电视的画面自己音效都还可以，而且价格实惠，值得推荐,正面
房子还没装修好，提前试用了一下，屏幕和声音效果都不错哦，色彩艳丽，价格亲民，就是智能控制还没有弄懂，等正式使用之后再来追评五分必须的。,正面
宝贝收到了，物流超快，安装很好，超值。,正面
小米智能电视太棒了！支持,正面
给老爸买的，爸爸说很不错，定了直接奥那个老家了,正面
发货快，两天就到了，货真价值，超薄很喜欢很喜欢,正面
物流很快，就是安装费有点贵，要是免费安装就更好了，总的来说还不错,正面
通电正常，配送服务好！ 晒单： 收起 向左转 向右转,正面
一直观注风行电视，真的是性价比超高的电视呢，不仅外观精致，而且屏幕清晰运行流畅，电影片源也比较新，覆盖了所有热门的电视剧和电影，小宝喜欢的动画片也很全，还有美食和养生的节目，真的非常棒，风行真的值得推荐，实物比图片还要漂亮，送货速度也很快，上门安装我很满意，售后服务一流，非常棒的卖家谢谢,正面
电视很大，质量不错！,正面
外观大气安装专业，挺好,正面
好，不错的,正面
放卧室，效果不错，老人们喜欢！ 晒单： 收起 向左转 向右转,正面
大品牌 价格便宜 质量很好,正面
东西好，速度快，全部五分哦~~~~~~非常满意~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,正面
挺好的，父母很喜欢,正面
满意。非常好，价格低廉,正面
电视很好，高端大气上档次，性价比很高，还支持声控。,正面
电视不错,正面
电视很不错，色彩也挺好的,正面
宝贝早就收到啦，包装完整，无损，也没有打开箱子看，房子还在装修中，好评先，安装后上图追评……,正面
给家里买的，物流速度很快，用用再看,正面
东西收到了！送货速度非常快，服务也非常好的，电视清晰度也很好，价格太便宜了，一直支持的了相信会越做越好的，越做越大超过**， 晒单： 收起 向左转 向右转,正面
宝贝收到很好，再来物流也快。,正面
真是太差了 官网卖的比这都便宜啊 建议以后去官网买吧,正面
机器非常好，看了近一个月了，画面清晰，运行流畅！值得推荐！ 晒单： 收起 向左转 向右转,正面
很满意，不错，物超所值,正面
双十一yiqianba买的，刚刚装上，安装师傅。。挺好的。加上挂墙支架，一共收了140，还帮忙开通了奇异果会员，,正面
不错，放我们家电视柜上刚刚好，买回来宝贝很喜欢用它看动画，特别清晰。物流给力，第二天就到了。来安装的人态度很好，安装好后还给联上网，省了自己摸索着找了。好评！,正面
一直打算买一台卧室电视，纠结了好几个互联网品牌，最后选择了风行电视，送到家试看了一天，觉得真是没有选错。4K超高清的效果很好，UI简洁明了，选择任意板块不需要多次点击才能到达，老年人和小孩子都很容易掌握，会员内容也很丰富，用U盘安装第三方APP也很方便。希望风行电视越做越好。,正面
据说不错不错，就是不知道送不送会员,正面
可以可以可以,正面
很满意,正面
使用没有啥毛病，还不错吧总体来说，没有惊艳也还中规中矩，就像某某,正面
视频很流畅，画质清晰，没想到这么好，质优价廉，赚了,正面
京东货好实惠，物流快，服务好，售后有保障。认准京东上市公司！,正面
小米质量杠杠的，很满意。 晒单： 收起 向左转 向右转,正面
电视机性价比高 ，播放效果很好。,正面
很不错。。。。。。画面很清楚。。。,正面
质量好服务好 等等,正面
一直用风行电视，现在换个65寸电视价格还便宜，这个界面还是很方便的。风行的影视资源挺丰富，尤其是小孩子的少儿节目很多，小朋友特别喜欢。电视剧资源也挺多，家里无线网快，用来刷剧也是极好的！非常喜欢！还非常薄！ 晒单： 收起 向左转 向右转,正面
真的是非常不错，65寸在家看出了电影院的效果，互联网功能非常强大，色彩很正，点赞，诚信推荐,正面
电视机不错,正面
换了个还不错。,正面
速度太快了..昨天晚上下单下午就送过来了..快递小哥太给力了..正品,正面
京东购物快递一直很快，这次也一样，电视上门安装师傅也挺好，目前还没用，用后追评,正面
挺好的，功能齐全，画面清晰，超值推荐,正面
发货速度很快 快递员态度也很好 提前打电话通知 收到货比想象中的要大 呵呵 整个电脑桌都霸满了 运行速度还行 节目好丰富 要慢慢研究研究才行 还算满意的一次购物 晒单： 收起 向左转 向右转,正面
电视收到好几才来确定收货，电视很不错很清晰，,正面
送货准时，安装很迅速,正面
不错！,正面
电视便宜又好，还是品牌，双十一买的超值！,正面
东西不错，非常好用，个人感觉挺超值的，值得信赖！,正面
很好，服务很好，,正面
不错，看着很爽，没评论中说的那么差，买了以后降价了，京东价保很给力。,正面
不错、很大放客厅刚刚好！,正面
挺不错的，挺好的，音质也不错，不错的一次购物！,正面
电视画面清晰，节目丰富，不错哦,正面
好评，物流很快显示18号收到货，17号早上送到，安装人员安装，师傅特别热心热情，拿回来之后感觉惊呆了！电视屏幕超大，65寸的非常惊艳，打开电视机感觉屏幕十分清晰，而且最主要的是电视非常便宜，价格实惠，这个价格能买到65寸的电视非常惊喜，期待风行电视越做越好！！,正面
送货上门给安装好，服务很好，大小也很满意，相信大品牌，棒棒的！,正面
送货速度超快，头一天下单，第二天中午就收到货了，安装师傅下午就给安装好了。画面清晰，音质很好，超窄边框，非常漂亮，极力推荐购买，京东物流?，风行电视非常满意，支持国货,正面
非常非常不错的一次购物体验，刚刚收到，就迫不及待自己动手把底座安装上了，赶紧打开电视看看，真的不错啊！不愧是超高清的！画面非常清晰，色彩真实，尤其音效立体声啊！把灯都关了，窗帘拉上，影院的赶脚啊！?一会儿发个视频大家看看像不像？收到电视按照说明操作，参加赠送90天金卡会员，现在正在看会员里的（铁道游击队）真好啊！很多大片这里都有！怎么说呢？觉对物超所值！建议大家还是买超高清的！,正面
这个尺寸放在房间里刚刚好，很满意,正面
速度快,正面
东西不错！很喜欢！,正面
商品给力，给京东自营点赞,正面
大而便宜，性价比超好，赞?,正面
很满意的一次购物体验，京山县服务店店家耐心负责确保了东西安全到家。以后家里用的还会上京东购买。,正面
效果不错很好刚买回来就安装好了物流也很快,正面
今天收到的物品，东西外观很惊艳，电视比我想象的大！清晰度很好！没感觉有色差之类的，现在家里面的网络还没弄好！看卫视节目还不能看，这款电视比我现在家的电视好很多！对了，送货很快。表扬下。支持国货支持风行????,正面
开机一周后的评价，电视机质量很好，画质好，很清晰，色彩逼真。快递很给力，很快就送到家里，当场开包装，检验无损后方离开，帮的师傅安装的，很专业，很耐心，是一次满意的购物。 晒单： 收起 向左转 向右转,正面
质量不错，服务太度满意。,正面
都说暴风电视不错，特地用了一段时间才过来评价！电视的清晰度非常的高,正面
1:买的32寸的，999元。电视价格不贵。质量和发货速度一流。这是优点，属于的。2:安装费用，是小米的坑！买的朋友注意，自带的底座安装，自己最多3分钟能安装好，可是你让小米售后安装的话，最低70元！这是坑人的，切记！如果挂装，大概130！！！和其他品牌相比，电视不贵，但是利润在安装费用里了。在此提醒大家，希望大家不要被骗！,正面
正品就是好，一直都是用TCL，价格实惠功能全质量好,正面
1，4K电视，这个价格性价比太高了。 2，49寸放客厅就好大啊，看电影爽啊！ 3，操作不卡顿，不错 4，片源丰富，就电影区免费片源中都有太多太多好的豆瓣高分电影，这下看个够吧。 5，总之非常满意，性价比之王，诚心推荐！,正面
非常满意,正面
很好，物美价廉，小米的东西就是好！好评！！！,正面
物流很快，电视也很清晰，重量也不是很重，很适合挂在墙上。 晒单： 收起 向左转 向右转,正面
给老家的亲人购买的。 配送速度快，安装人员和快递员都很好。远方的亲人很高兴！,正面
画面清晰，电视整体大方好看，非常喜欢，电视功能齐全，视觉效果不错，色彩靓丽。自带的风行片源量非常大，都是非常喜欢看的电影及电视连续剧，不用机顶盒都可以随便看了，还省了机顶盒的钱。爸爸妈妈都很喜欢，连续剧可以随便看了。,正面
比预想中的好很多，以前就是暴风影音的用户，信赖这个牌子，所以才买，双十一买的，非常优惠，赶上了！良心评价，犹豫的亲，赶紧吧，价格不等人！,正面
不错，挺好的，真不错很喜欢,正面
特快送货，上午下单，下午到货。,正面
头天下单，第二天就送货到家了，我住在一个小县城，这个速度可以说非常快了。本来第二天就能接着安装了，可惜家里停电一天，推迟到第三天安装的，师傅服务很好，座装免费，也给调试好了。外观靓丽时尚，大屏看着就过瘾，电视后面为了线路整齐，还特意有一个挡板，人性化设计！现在电视连接着机顶盒，也连着wifi，电视本身提供了丰富资源，我得慢慢研究。以如此低廉的价格，能买到如此时尚、功能丰富的大屏电视，相当满意！,正面
价格合理，安装热心，十万分的好评,正面
这个屏幕十分的清新，外观十分的美，好好好好好，好的东西，说三遍。,正面
特意用了两天过来评价 首先价位不用我说 花不到4千块能买到这么大的电视 真的是很便宜 其次电视是朋友推荐过来买的 说是很好用 自己真实体验了两天 真的是很不错 总之是物美价廉 想要买的不要犹豫了 又省钱又好用,正面
给好评，物流快，安装师傅态度好，老爸非常开心！,正面
不错`价格便宜:目前来说质量可以,正面
画面清晰,正面
非常不错,正面
款式不错。图像清晰，价格便宜质量好，我满意！,正面
卖家发货速度很快，很快就到货了。包装好，价格也实惠，质量很好。,正面
双十一买的，因为库存问题今天才收到，好在也不着急用，电视不错，很薄够大，送来的时候箱子是打开的，送货师傅说在仓库是要验货的，怕碎屏，电视第一次开机比较慢，整体还可以,正面
送货及时，小米电视自己安装了底座，现在等说会送的三年会员码还没有收到，希望也能快点。,正面
给老爸老妈买的，安装方式为壁挂式，收看效果很好。,正面
送货速度非常快，非常满意一到货，我和老公一起挂到墙上了，电视的色彩与画面清晰度很满意。内容也比较丰富，电影电视剧有好多都是同步的，哈哈老公说你每天有看不完的电视了，总之这次购物很满意！,正面
京东送货就是快 头天买第二天就到 服务也很周到 重要的是比实体店便宜,正面
发货很快，质量也不错，值得购买！,正面
特价时买的。性价比不错。,正面
电视确实不错，配置没得说，3g内存标配，懂行的买乐视，小白买小米，就是这边框缝隙太大，金属框突出来了，已经联系了售后，不知道结果！,正面
真的很好～很不错～用的安心,正面
太赞了！盛传商城神速，服务好，我本有点怀疑，但是亲经历了，让我知道，真的就是这么好。第一天下单，第二天就告诉我能安装了，这速度，不能再好了，只是我房子没装修好，暂缓2天来安装。客服好讲，服务周到，电视大气，画质超好，比实体店的4k电视要好多了，风行牌子真是不错，给个大赞！安装人员也是非常敬业，非常的棒，一次很好的购物体验！还没装宽带，装好了再来续评！,正面
画质很好,正面
发货速度快，把奶奶接来了，闷得慌，我很着急啊，买了这台电视，很快就收到了！电视质量不错，每天从早上打开，到晚上睡觉，不卡顿，不死机，虽然暂时借的网，但依然很流畅。这个系统和界面都很简约，不花哨，奶奶学习两天，已可独自操作了。另外，宝宝才四个月大，不过一放起卡通片也是看得咿咿呀呀的，呵呵，我抽空看了两部电影，战狼，摔跤吧爸爸，效果不错。很满意，价格公道，质量可靠。,正面
给家里买的，很满意,正面
可以可以可以！,正面
好好好 送货员服务好 物流很快,正面
超级好,正面
画质清晰,正面
等了一个月中午收到电视，同样的片源清晰度不去32存电视，但改到1080后效果确实不错。,正面
外观漂亮，画面清晰，家人很喜欢,正面
性价比很高的一款电视，够大够清晰,正面
关注了很久了，双11购买的，使用了一个月才来评价，价格实惠，图像清晰，色彩鲜艳，电影资源新的挺多，支持国货，最超值的电视机了,正面
很满意，还没装呢，物流很快 晒单： 收起 向左转 向右转,正面
电视已经收到了 画质非常的清晰，超高清商家送了挂架高清线非常的不错 很实用，两年的质保，非常有保证，飞利浦大品牌值得信赖，服务好，送货上门，上门安装很贴心。好服务好产品，值得推荐！,正面
东西不错，实惠好用，好评。,正面
挺好的,正面
第二次买，送人的比4A好一点，旁边不会漏光,正面
非常好，非常喜欢，有没有会员，送我们一个,正面
给老家妈妈买的，听说不错！,正面
电视挺清楚的，体重很轻，放在卧室很搭配，双十一买的，划算。小米电视操作系统流畅，父母操作起来也轻轻松松。就是发货龟速！,正面
我买的价格应该是最划算的了，因为好远，后面又降了，但是都，补偿给我了，收到之后非常的大，也很好用，过年回去就可以看到了。,正面
货收到，物流还是很给力的，现在试用还可以，继续关注,正面
价格实惠，价格实惠，很好。,正面
很不错，画质很好，而且音质也不错，非常满意！ 晒单： 收起 向左转 向右转,正面
电视收到灰常激动，比商场便宜多了，双11机会果断入手。,正面
买这个是因为京东配送和价格便宜，在家里不是很常看电视，这次购买还是价格作主要参考因素,正面
不错不错，双十一太划算！,正面
非常不错的电视，还没,正面
39寸，对于小房子来说也还可以。安装+挂架80，安装师傅很好，上午送的电视，下午厂家就来安装了。,正面
电视不错，效果挺好的值得购买,正面
电视非常不错，画面清晰，曲面效果好，反应速度快，关键性价比还高，值得推荐。使用了一段时间后，发觉没什么问题，配了底座更加安全。质量过硬，非常满意,正面
电视不错，性价比高,正面
好快哦，第一天晚上下的单，第二天一大早就到了。还没装，装好了再来评价,正面
电视不错，性能很好，效果棒棒的,正面
包装很牢固，电视外观很漂亮，宽屏，色泽鲜明，可能是客厅距离小，近距观看屏幕上好像有一层白雾！,正面
电视不错，质量没得说，颜色正，赞,正面
还不错 挺清晰 送货也快 不过安装是收费的。我们家是挂墙上的 买了挂墙的架子，结果安装费还要了90。总的来说 不错 挺好的,正面
电视高大上，有海量游戏、电影，电视剧，综艺节目，运行速度超快，外观华丽，金色包边，操作简单明了，可以用手机操作，也可以播放手机视频。,正面
可以，产品用起来还不错，下次再来,正面
给家里老人买的，家里人都很喜欢，屏幕显示颜色也很好！希望能耐用吧！,正面
收到啦回来邻居售后安装滴效果很棒清晰度也很好送货也快神速啊,正面
网购我只选择，因为物流快，价格低，并且质量有保证，信赖！,正面
送货快，服务好，满意。,正面
物流一流！信赖京东！,正面
电视收到，送货快，安装快，服务很好!,正面
挺好的,正面
一直信赖京东！不管是商品！还是服务！还是物流！都很不错！,正面
给好评吧，电视就无线上不到网。。。要插线才能上,正面
电视机色彩鲜艳，物流特快，第二就到了。,正面
电视价格合理.质量和色彩值得推荐,正面
送货相当给力,正面
夏普一直相信的品牌，电视很不错，外观也美观，大小也很合适，很直接采购！,正面
现场效果很好,正面
双11，2549入手，两千多的电视做到这份上，真的蛮不错了啊。,正面
我感觉还不错。,正面
价格实惠，电视很好，快递服务周到。,正面
很好很好，很实惠,正面
昨天到货，我不在家，特意请表弟试了数字电视，又试了网络，他说反应挺快的，内容丰富，性价比高，双12入手，真的很实惠！ 希望快点放假，守着电视，把好剧连连看！,正面
电视还是挺清晰的，也挺薄，认为性价比非常不错的一款电视。现在小孩整天都在看动画片。就是还是希望不用金卡会员的电影能多点。,正面
家里老电视坏了，索性直接换了，风行(FunTV) N39S 这个感觉性价比挺高，上午下单下午就到了，安装好联网一切正常，用一段时间看看，影视资源很多，电影动画片电视剧更新挺快的，满意的一次购物。,正面
收到了挺不错的,正面
送货速度超快,正面
电视蛮好的！没想到很快就收到了!赞一个! 晒单： 收起 向左转 向右转,正面
先前618买的，一段时间使用后觉得很满意，性价比不错。做为贺礼再次购买送人。,正面
嗯，电视性能不错，非常大气。挺好的。,正面
双十一时买的，送货快，安装快，在双十一这样的时段能达到这样的速度真是不容易。,正面
挺好的，用着不错，全家人都觉得还行。,正面
买了一个39寸的，综合考虑了一下，这个型号最适合卧室使用，最好的是还送三年会员，可以免广告看三年视频，比其他厂家划算多了。今天刚拿到就自己装好开机开始看，清晰度不错，视频资源和内容也多，适合小朋友的界面最贴心了，爱看讲故事。用的是联通50M宽带，画面流畅不卡顿，颜色正！ 晒单： 收起 向左转 向右转 2017-12-28 20:58:03 追加： 型号是：风行(FunTV) N39S 39英寸（黑色）,正面
非常好，以为大了，看了一下还可以，看电影好,正面
第一次在京东买电器，服务比实体好太多，安装的师傅服务很好，全满分，下次再来,正面
挺好的,正面
还可以哦 便宜,正面
双十一买的，看了半个多月了才来评价，很不错，画质挺清晰的,正面
不错第二台了,正面
现在没有任何问题，都挺好的，性价比高！,正面
色彩鲜艳,正面
物流发货速度给力，连上门安装都给力，上午去电话 中午就来安装了 绝对好评,正面
好大好薄，第一次买这么贵的东西，物流快，快递小哥很负责，给我拆开，通电验货，小米品牌也很不错,正面
价格实惠，价格实惠，很好。,正面
不错，家人都很满意，好评,正面
目前来说挺满意的，还需要后续使用再汇报，就是风行热线壁挂安装太贵了，安装费加10元的垃圾挂架150元，大理石算特殊墙体加价100，换个网上二十多元好点的挂架，师傅报价要再加60元，最后一个小小的壁挂就花了300元，而且师傅就一个人，还是需要帮忙亲自挂。真是暴利。,正面
质量很好，送货很快。,正面
价格便宜，,正面
很不错的一款电视,正面
这个电视我看中的是视频内容丰富，性价比很高，而且还送三年会员，简直是太划算了，电视到家后就迫不及待的自己安装了，很简单哦！画面清晰度也是绝对的给力，而且没想到还有我妈最爱跳的糖豆广场舞，哈哈，风行果然没让我失望，最后想说的是买大家电真的真的很好，特别是售后！,正面
画面非常清晰，音质感也很好，外观看着挺大器的，总之收到宝贝很开心称得上是物美价廉,正面
物流超快的，开箱试过之后才签收，快递很负责任，棒棒的,正面
电视很不错，帮朋友代购的，我朋友非常满意，店家服务挺好，送货及时,正面
光线原因哈！电视可以cpu和gpu配置都很高，相信乐视！色彩很棒，反应很快，非常的流畅！！！,正面
很好，送货快服务好，一直信奈 晒单： 收起 向左转 向右转,正面
1212凌晨抢的，今天早上就到了，超级无敌快，一直都是用夏普，现在便宜了好多，太实惠了,正面
电视看起来很高档大气，不错,正面
挺大的，还不错，一般家庭够用了，遥控器还行，整体80分,正面
配送师傅服务很好。,正面
物流很给力，收到货后自己安装省回安装费。很好，下次也会再买。 晒单： 收起 向左转 向右转 2017-12-27 22:21:41 追加： 家电物流配送超给力，刚安装完试下机电视反应速度很给力，片源丰富，屏幕分辨率高清晰，声音不错很值得我们购买，我买的是49寸的机子大小刚好，价格也是超棒的性价比，我这次购机是最满意的一次，支持风行，祝风行电视越做越好。 收起 向左转 向右转,正面
可以，不错，一直都选的这个牌子,正面
电视机大气，效果不错用的好了以后再来评价,正面
二级能效 智慧省电 科技感机身 4K超高清WIFI智能液晶电视很好,正面
外观高大上，装在新家的，还没有网络，安装师傅用优盘试了效果，特别震撼，特别是音响效果，小米果然没有让我失望，比心。,正面
家人很满意，我也很满意，大品牌质量杠杠的！,正面
东西收到了，挺好的，安装小哥也很给力。不错,正面
电视自己开箱试了，双十一优惠买的很划算，就是安装我是县城，然后安装师傅是市级一家分店的，电话说我们超过30公里来安装是要加钱的，本来也没打算上墙就自己开了装了，不懂我们县也有苏宁却要分发给市里，除了这些整体都很满意，屏很完美,正面
送货快，服务好。下次还会选择京东购物,正面
49寸电视收到货了，京东送货速度很快，电视?画面很清晰，电视非常薄超窄边框，系统反应很快，就是家里网络不太好，，下次还要买个65寸的,正面
电视很好，值得信赖,正面
服务好，送货快，给服务点个赞。,正面
画质很清晰，挺实惠的~~,正面
双12买的，目前看着还不错，可惜现在乐视的资源很少了！总体满意。后面质量怎么样还要用用看，后面考虑买个延保好点。,正面
雙12下的單，今天上午就送到了。電視已安裝好，清晰度還不錯。長虹電視，值得信賴！,正面
32寸，稍微有点小，小米的资源非常多，不错,正面
物有所值,正面
分辨度很高达到4k，同时不需要机顶盒。电视机内自带机顶盒。价廉物美性价比很高，赞！,正面
影响颜色很棒,正面
预约师傅安装没来，自己装的，电视还不错,正面
送货快,正面
好而不贵，真的实惠，上午下单，下午送到，速度还真快。,正面
看上去还不错，先用几天在追评。,正面
宝贝送到了，物流很快，给力！,正面
不错，非常好，看着就觉得很棒，超级好,正面
画面很清晰，很大，败家老公用来玩游戏的,正面
应该说京东还是值得信赖的，电视跟心想象的效果差不多，送货也比较及时，特别要给安装师傅赞一个，一看就是老_司机_了，比较专业，同时还介绍产品的特色和平时在使用中注意需要的事项，完工后及时把包装箱和**清理好，很热情！给后面购买创维的朋友一个建议，安装服务一定要找京东平台预约！,正面
不错大小合适，系统流畅，外观简洁大方,正面
产品超给力，静待使用,正面
挺好的电视机，很满意！很好,正面
装上了，挺好的,正面
太好了,正面
风行电视很漂亮也很超值，这个价位还送会员买到就是赚到，物超所值！快来抢购啊，清晰度没问题大家不要质疑，正在用没发现问题，售后和客服加上买的不担心。妥妥用不怕用坏。会推荐别人来买的。我已经是风迷了。 晒单： 收起 向左转 向右转,正面
买回来就用了，挂在墙上的挺好的,正面
"送货速度快,挺好的,画面清晰,操作简单,内容丰富,播放速度也快,不会卡机!价格比较实惠,买得挺值的!",正面
电视不错哦，价格也非常便宜,正面
物流小哥的态度很好不过很不满意的是双11拍的，11月30号才发货，12月1号才收到，这种发货速度真的不敢恭维啊,正面
电视运行很流畅，现货不错,正面
电视机播放效果很好，很满意,正面
特地用了几天来评价的，电视实在太赞啦，本来看到处都是vip很麻烦，后来发现手机投屏太方便了，直接连上wifi就可以看了，我不会用语音控制，我都是总手机的，双十二1999就搞定了，还是50寸，真心赚到了,正面
就是有点不大清晰，挺大的，性价比挺高,正面
包装很好，物流速度好快，售后的服务态度也很好！,正面
三星电视没的说,正面
一分钱一分货，安装师傅很好,正面
电视很不错，挺好，质量也不错,正面
收到货了，好，挺清晰的，不错的一次购物。,正面
很好非常好,正面
看了两天，画质不错，感觉很好，还能看到很多的4K节目。,正面
在一次购买长虹，是对国产的信任，对京东的服务很满意,正面
购物上京东放心，送货快服务好,正面
特价购买，质量好，值的买！！！！！,正面
东西很好，送装到户，性价比非常高，品牌的东西质量就是好，服务态度也不错,正面
商品收到了，屏幕大超薄，家人都挺喜欢的,正面
宝贝不错，超过我的想象，物流给力，服务好热情。,正面
很不错，双十一购买，夏普始终性价比第一,正面
服务好，物流速度快，价格便宜,正面
收到了，非常满意，昨天看了，效果满意,正面
性价比最高，挺好用，值得购买，这是第二台了，很清楚很给力。,正面
用了一个多月才来评价，双十一活动的时候买的。电视很好！超薄！大小也正合适，再大一点家里就放不下了。不过没有用过会员卡，也没有看网络资源。谢谢！,正面
不错不错电视看的很好.不错电视看的很好呀.,正面
非常流畅，清晰度高，便宜！,正面
送货及时，送到后还细心帮我拆包装检查，问是否需要帮忙安装，Sony电视机的清晰度很棒,正面
大品牌 大屏幕 好的购物平台 放心！快递 安装都很给力 。家里装修 买新电视 家人们都很喜欢！还是一样 用了一段时间才来评价。京东五星好评,正面
产品质量很好,正面
机器刚买到家，装在客厅，清晰度不错，性价比还是很高的，支持国产！,正面
性价比比较高、看了几天了、没发现毛病、智能电视无广告,正面
反正不错，价格还便宜……,正面
性价比确实不错，而且送货速度很快，比在小米官网送货速度快多了,正面
还不错 满意 晒单： 收起 向左转 向右转,正面
物流很快，电视画面很清晰，长虹电视值得信赖，我家电视都是长虹的,正面
不得不给的发货速度点个赞，头天下单第二天就到了，送货小哥服务没得说———棒。货到了自己装上就试看了—下午，画质不错，有小试频看哈。其他还没试以后再来追评！,正面
名不虚传，效果可以，送货师傅的态度也不错，安装得正正的，漂亮,正面
虽然慢了点，但质量不错，爷爷很满意,正面
刚安装上，感觉很棒，质量还未试机，飞利浦大品牌应该能信赖，好评先!,正面
前年底2500买的1k普通液晶电视已经被家人惊呼便宜，这次1900买到49寸的4k智能液晶更是让老家亲戚大呼不可能，可惜这次是买给老人用，智能电视的广告和操作反而造成了使用障碍，希望系统可以更新个普通电视模式，方便年龄大的老人使用,正面
非常满意的一次购物。跟产品介绍的一样，功能强大，智能电视 ，画面清晰度很好，看着就是种享受。不多说了，看电视去。,正面
电视不错，清晰，大小刚合适，家人都很满意,正面
物流快，师傅安装快，信赖京东,正面
送货非常快，电视很清楚，老爷子很满意。安装师傅态度很好 晒单： 收起 向左转 向右转,正面
物流超快，今天下单，第二天就到了。安装师傅也很好加班来帮我安装，棒棒。电视机超划算，超值图像清。,正面
妈妈说还不错，挺好的。,正面
音响效果很好，画质清晰，很有档次感，价格不贵，真正的物美价廉！,正面
这货家人喜欢给赞赞赞,正面
非常快乐的一次购物，一直想找一个性价比高的4k电视。现在选住了风行的这款，首先画面真的没话说画面细腻清晰度高，声音效果也很棒，试了一下网络功能和里面的片子都是比较新的电影速度也不慢。宝宝很喜欢电视里的应用功能可以早教游戏会孩子教育很好。|送货速度没得说第二天就送到了。先用几天看看效果到时在上新图,正面
双十一下的单昨天才到货这也太给力了！终于等到你还好我没有放弃……师傅服务周到电视画质清晰各方面性能都很好，非常满意的一次购物小米电视新国货你值得信赖……给五星好评！,正面
清晰，非常不错,正面
撕膜的没有像别人说的会有胶粘在屏幕上。电视很清晰，当然要片源本身就清晰了。今晚就可以开心看英超了，嗨起来吧！,正面
电视清晰度很高，无框的看着上档次，高大上！安装师傅也很仔细！,正面
很好 画面清晰,正面
给老人买的，说是刚装上看了下挺好，不知道试用端时间会怎么样，期望用的住色彩好。,正面
此款电视质量很好，效果也很巴适，适合小户刑套房。价廉物美。,正面
收到了，看着还不错，没问题，挺清楚的，价格也很便宜,正面
非常好，值得购买哦……,正面
物流我很满意，质量没问题挺好的,正面
帮老人买的，创维老牌子值得信赖！,正面
好评，电视质量不错，京东服务也很好。,正面
很好双十一抢购的索尼大品牌应该是不错的选择,正面
京东，值得信赖的品牌！所有家电，家具都是京东购！家电到家了，还没有安装，好平台！值得信赖！,正面
服务很满意，商品也不错,正面
宝贝收到了，给家里老人买的，双11下的单昨天才收到20天有点慢，老人都说好呢，服务超满意直接送到乡村，不知道质量好不好了，待评价,正面
这款确实很划算，颜值也很高。屏幕比较柔和，看起来眼睛不会太累，清晰度也还可以，买给爸**新家，他们很满意 晒单： 收起 向左转 向右转 2017-12-22 13:02:03 追加： 电视摆在家里很大气有木有但是底座稍微有点不稳，家里有宝宝的建议装一个壁挂，这样比较安全。首次底座安装不收费，但装壁挂要加150，包括架子和安装费 收起 向左转 向右转,正面
虽然电视很小众，但质量真心不错，比小米电视A4好多了，虽然比不上客厅的索尼大法，但屏幕清晰，色彩艳丽，性价比非常好，关键以后还有升级的可能，十分满意。,正面
一直用小米 质量不错 信的过,正面
很清晰，也够大，电视很漂亮，很满意的一次网购，客服跟售后服务很周到,正面
快递速度真够快！！！昨天下午下单，不到半个小时就有客服联系确认收货地址，今天上午就到货了。这个必须点赞。今晚拆来装在客厅使用了一下，总体来说比较满意。无论是对电视的清晰度，还操作系统都比较满意，电影、连续剧、动画片都比较新而且片源也较多，全家都比较满意，希望质量没有问题，能用上十年八年的就完美了 晒单： 收起 向左转 向右转,正面
非常好,正面
单位购置，送货速度快，安装速度快，态度好。,正面
由于双11.所有发货速度比较慢，这点可以理解，但送货小哥的工作态度真的好一般，反而安装师傅的服务态度很好。值得一赞，机子整体做工严谨，装配质量很好，表面用料很足。总体来讲，作为国产机已经是一流水平。面板亮度合理，色彩柔和，也比较亮丽，精细度要看全高清电影或视频才能体验到它应有的性能！如果看体育运动就只能说合格了，毕竟一分钱一分货，但以这个价格能有如此性能和质量已经非常物有所值了。补充一下：如果该电视能有足够的耐用度，那就很不错，以上是我个人这两三天对机子的感受和意见，请看评论的别喷。,正面
电视不错，送货速度快，包装完好，自己安装调试的，很简单，开关机广告可以接受，唯一不好就是自带的软件不能看直播，给好评！,正面
物流快，东西没得说，就是安装有点坑，自备花架不给装，必须用索尼提供的，后来就自己装了哈,正面
炒鸡帅气的电视机，送货快，当天下午就到家，赞,正面
宝贝不错，服务也很好，家里面用的热水器，冰箱，洗衣机等都是海尔的,正面
不错！,正面
挺好的，暂时用着没问题,正面
很不错！,正面
性价比很高，还是对的起这个价格的。就是送货太慢了,正面
很喜欢的一款电视，画质清晰，音质优秀，胜价比跟同尺寸的绝对无敌。,正面
电视很不错,正面
再次买飞利浦电视，物美价廉,正面
前天下单，原本今天到，昨天晚上就收到了！京东就是飞一般的速度！打开包装电视很惊艳！三星屏，显示细腻！电视资源丰富！赞！安装师傅一个电话一个小时到！服务态度很好！真的物超所值！强烈推荐！,正面
物流送货很快，家里刚装修完，昨天安装师傅来给挂的电视，,正面
好，送货速度快，服务好。.3333333,正面
